dataset,fname,label,sublabel,source,Unnamed: 4,filepath,duration
b,Bunlabelledtest__143_1306763822290_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__143_1306763822290_D.wav,10.67475
b,Bunlabelledtest__144_1306522408528_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__144_1306522408528_A.wav,3.195
b,Bunlabelledtest__145_1307987561278_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__145_1307987561278_A.wav,13.3805
b,Bunlabelledtest__145_1307987561278_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__145_1307987561278_D.wav,9.63075
b,Bunlabelledtest__146_1306778707532_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__146_1306778707532_C.wav,8.23275
b,Bunlabelledtest__146_1306778707532_D31.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__146_1306778707532_D31.wav,3.8305
b,Bunlabelledtest__147_1306523973811_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__147_1306523973811_D.wav,4.47075
b,Bunlabelledtest__148_1306768801551_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__148_1306768801551_A.wav,7.92625
b,Bunlabelledtest__148_1306768801551_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__148_1306768801551_C.wav,2.944
b,Bunlabelledtest__148_1306768801551_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__148_1306768801551_D.wav,4.4135
b,Bunlabelledtest__149_1306776016110_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__149_1306776016110_C.wav,6.7285
b,Bunlabelledtest__150_1306776340746_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__150_1306776340746_D.wav,7.79825
b,Bunlabelledtest__151_1306779785624_A1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__151_1306779785624_A1.wav,7.342
b,Bunlabelledtest__152_1306779561195_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__152_1306779561195_B.wav,2.59675
b,Bunlabelledtest__152_1306779561195_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__152_1306779561195_C.wav,4.8315
b,Bunlabelledtest__152_1306779561195_D1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__152_1306779561195_D1.wav,4.94675
b,Bunlabelledtest__153_1306848820671_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__153_1306848820671_D.wav,1.91525
b,Bunlabelledtest__154_1306935608852_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__154_1306935608852_A.wav,2.11025
b,Bunlabelledtest__154_1306935608852_A2.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__154_1306935608852_A2.wav,1.47075
b,Bunlabelledtest__154_1306935608852_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__154_1306935608852_D.wav,4.76475
b,Bunlabelledtest__154_1306935608852_D1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__154_1306935608852_D1.wav,2.0855
b,Bunlabelledtest__155_1306935902813_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__155_1306935902813_B.wav,1.907
b,Bunlabelledtest__155_1306935902813_B2.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__155_1306935902813_B2.wav,5.32075
b,Bunlabelledtest__155_1306935902813_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__155_1306935902813_D.wav,6.43475
b,Bunlabelledtest__156_1306936373241_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__156_1306936373241_C.wav,6.0085
b,Bunlabelledtest__156_1306936373241_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__156_1306936373241_D.wav,5.78175
b,Bunlabelledtest__157_1306937583792_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__157_1306937583792_C.wav,9.7585
b,Bunlabelledtest__159_1307018640315_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__159_1307018640315_A.wav,3.84925
b,Bunlabelledtest__159_1307018640315_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__159_1307018640315_B.wav,2.018
b,Bunlabelledtest__159_1307018640315_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__159_1307018640315_C.wav,1.95475
b,Bunlabelledtest__160_1307100683334_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__160_1307100683334_C.wav,7.66725
b,Bunlabelledtest__161_1307101199321_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__161_1307101199321_D.wav,4.77275
b,Bunlabelledtest__162_1307101835989_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__162_1307101835989_C.wav,8.949
b,Bunlabelledtest__163_1307104470471_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__163_1307104470471_B.wav,2.507
b,Bunlabelledtest__163_1307104470471_B1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__163_1307104470471_B1.wav,1.33425
b,Bunlabelledtest__163_1307104470471_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__163_1307104470471_D.wav,2.602
b,Bunlabelledtest__164_1307106095995_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__164_1307106095995_D.wav,12.93325
b,Bunlabelledtest__165_1307109069581_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__165_1307109069581_B.wav,11.42025
b,Bunlabelledtest__167_1307111318050_C1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__167_1307111318050_C1.wav,3.8485
b,Bunlabelledtest__167_1307111318050_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__167_1307111318050_D.wav,5.37725
b,Bunlabelledtest__169_1307970398039_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__169_1307970398039_B.wav,19.1335
b,Bunlabelledtest__169_1307970398039_C1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__169_1307970398039_C1.wav,8.7635
b,Bunlabelledtest__170_1307970562729_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__170_1307970562729_D.wav,20.35725
b,Bunlabelledtest__171_1307971016233_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__171_1307971016233_C.wav,4.453
b,Bunlabelledtest__171_1307971016233_F.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__171_1307971016233_F.wav,2.262
b,Bunlabelledtest__172_1307971284351_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__172_1307971284351_C.wav,2.6555
b,Bunlabelledtest__172_1307971284351_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__172_1307971284351_D.wav,21.30675
b,Bunlabelledtest__173_1307973611151_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__173_1307973611151_D.wav,2.306
b,Bunlabelledtest__174_1307987737137_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__174_1307987737137_C.wav,5.26525
b,Bunlabelledtest__175_1307987962616_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__175_1307987962616_C.wav,2.57775
b,Bunlabelledtest__176_1307988171173_A1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__176_1307988171173_A1.wav,3.11775
b,Bunlabelledtest__176_1307988171173_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__176_1307988171173_C.wav,3.52175
b,Bunlabelledtest__176_1307988171173_C1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__176_1307988171173_C1.wav,2.585
b,Bunlabelledtest__177_1307989650056_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__177_1307989650056_C.wav,2.9615
b,Bunlabelledtest__178_1307989887769_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__178_1307989887769_A.wav,3.929
b,Bunlabelledtest__179_1307990076841_D1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__179_1307990076841_D1.wav,2.913
b,Bunlabelledtest__180_1307990956284_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__180_1307990956284_B.wav,12.236
b,Bunlabelledtest__180_1307990956284_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__180_1307990956284_D.wav,2.919
b,Bunlabelledtest__181_1308052613891_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__181_1308052613891_C.wav,5.56625
b,Bunlabelledtest__184_1308073010307_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__184_1308073010307_C.wav,5.47925
b,Bunlabelledtest__186_1308073648738_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__186_1308073648738_C.wav,2.23225
b,Bunlabelledtest__186_1308073648738_D1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__186_1308073648738_D1.wav,6.40875
b,Bunlabelledtest__187_1308073994223_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__187_1308073994223_C.wav,2.554
b,Bunlabelledtest__189_1308075231945_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__189_1308075231945_A.wav,1.78575
b,Bunlabelledtest__189_1308075231945_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__189_1308075231945_C.wav,10.909
b,Bunlabelledtest__191_1308077299430_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__191_1308077299430_C.wav,18.35825
b,Bunlabelledtest__191_1308077299430_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__191_1308077299430_D.wav,3.07875
b,Bunlabelledtest__193_1308078104592_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__193_1308078104592_A.wav,11.12225
b,Bunlabelledtest__193_1308078104592_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__193_1308078104592_D.wav,22.7995
b,Bunlabelledtest__194_1308139824187_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__194_1308139824187_C.wav,4.59325
b,Bunlabelledtest__195_1308140095331_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__195_1308140095331_D.wav,4.047
b,Bunlabelledtest__196_1308141034858_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__196_1308141034858_D.wav,2.642
b,Bunlabelledtest__197_1308141235553_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__197_1308141235553_B.wav,14.3335
b,Bunlabelledtest__200_1308144251434_C1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__200_1308144251434_C1.wav,2.688
b,Bunlabelledtest__201_1308144942432_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__201_1308144942432_B.wav,8.52275
b,Bunlabelledtest__202_1308145175747_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__202_1308145175747_B.wav,4.0455
b,Bunlabelledtest__203_1308162026258_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__203_1308162026258_C.wav,3.52125
b,Bunlabelledtest__204_1308159229275_B1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__204_1308159229275_B1.wav,4.8315
b,Bunlabelledtest__206_1308159601959_C1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__206_1308159601959_C1.wav,4.4135
b,Bunlabelledtest__207_1308159792607_B3.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__207_1308159792607_B3.wav,1.254
b,Bunlabelledtest__209_1308162216750_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__209_1308162216750_B.wav,14.209
b,Bunlabelledtest__209_1308162216750_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__209_1308162216750_C.wav,10.3035
b,Bunlabelledtest__210_1308162935880_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__210_1308162935880_D.wav,2.9545
b,Bunlabelledtest__212_1308245076477_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__212_1308245076477_C.wav,1.22425
b,Bunlabelledtest__213_1308245263936_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__213_1308245263936_B.wav,3.613
b,Bunlabelledtest__214_1308245489717_A1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__214_1308245489717_A1.wav,1.41
b,Bunlabelledtest__215_1308245664733_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__215_1308245664733_D.wav,4.3865
b,Bunlabelledtest__216_1308245839516_B1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__216_1308245839516_B1.wav,5.006
b,Bunlabelledtest__217_1308246111629_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__217_1308246111629_A.wav,10.355
b,Bunlabelledtest__217_1308246111629_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__217_1308246111629_B.wav,2.65125
b,Bunlabelledtest__217_1308246111629_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__217_1308246111629_D.wav,3.216
b,Bunlabelledtest__220_1308250132896_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__220_1308250132896_A.wav,1.97725
b,Bunlabelledtest__222_1308336218979_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__222_1308336218979_B.wav,1.80625
b,Bunlabelledtest__227_1308594233667_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__227_1308594233667_D.wav,24.44875
b,Bunlabelledtest__229_1308594979317_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__229_1308594979317_C.wav,4.03675
b,Bunlabelledtest__231_1308748318393_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__231_1308748318393_B.wav,11.52775
b,Bunlabelledtest__231_1308748318393_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__231_1308748318393_C.wav,2.6245
b,Bunlabelledtest__232_1308748524018_A1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__232_1308748524018_A1.wav,1.52875
b,Bunlabelledtest__232_1308748524018_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__232_1308748524018_D.wav,1.44075
b,Bunlabelledtest__235_1308749032454_C1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__235_1308749032454_C1.wav,1.0275
b,Bunlabelledtest__235_1308749032454_D1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__235_1308749032454_D1.wav,5.89575
b,Bunlabelledtest__237_1308750231222_C1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__237_1308750231222_C1.wav,2.457
b,Bunlabelledtest__239_1309195730333_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__239_1309195730333_D.wav,4.52275
b,Bunlabelledtest__240_1309196119795_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__240_1309196119795_D.wav,7.34025
b,Bunlabelledtest__242_1309197394064_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__242_1309197394064_A.wav,2.679
b,Bunlabelledtest__242_1309197394064_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__242_1309197394064_C.wav,3.9625
b,Bunlabelledtest__243_1309197760898_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__243_1309197760898_D.wav,15.344
b,Bunlabelledtest__245_1309198844065_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__245_1309198844065_A.wav,2.515
b,Bunlabelledtest__245_1309200438094_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__245_1309200438094_C.wav,1.3
b,Bunlabelledtest__248_1309201683806_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__248_1309201683806_B.wav,3.56725
b,Bunlabelledtest__248_1309201683806_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__248_1309201683806_D.wav,16.31075
b,Bunlabelledtest__254_1309350589009_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__254_1309350589009_B.wav,11.3875
b,Bunlabelledtest__255_1309351210897_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__255_1309351210897_B.wav,1.8065
b,Bunlabelledtest__259_1309352630271_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__259_1309352630271_B.wav,2.2755
b,Bunlabelledtest__260_1309353164458_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__260_1309353164458_A.wav,3.76125
b,Bunlabelledtest__262_1309355283807_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__262_1309355283807_B.wav,5.2135
b,Bunlabelledtest__264_1309356143724_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__264_1309356143724_A.wav,9.56425
b,Bunlabelledtest__268_1309368960960_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__268_1309368960960_A.wav,10.80275
b,Bunlabelledtest__268_1309368960960_E.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__268_1309368960960_E.wav,3.62725
b,Bunlabelledtest__270_1309369533040_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__270_1309369533040_D.wav,3.09875
b,Bunlabelledtest__271_1309369876160_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__271_1309369876160_B.wav,11.5595
b,Bunlabelledtest__272_1309370164386_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__272_1309370164386_B.wav,3.2
b,Bunlabelledtest__274_1311075637574_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__274_1311075637574_C.wav,6.83375
b,Bunlabelledtest__278_1311163365896_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__278_1311163365896_C.wav,1.934
b,Bunlabelledtest__278_1311163365896_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__278_1311163365896_D.wav,17.20175
b,Bunlabelledtest__280_1311165195344_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__280_1311165195344_B.wav,5.349
b,Bunlabelledtest__281_1311165683454_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__281_1311165683454_C.wav,11.629
b,Bunlabelledtest__282_1311166081161_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__282_1311166081161_D.wav,2.18
b,Bunlabelledtest__284_1311168471850_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__284_1311168471850_C.wav,11.49075
b,Bunlabelledtest__286_1311170606028_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__286_1311170606028_B.wav,2.58575
b,Bunlabelledtest__287_1311170903290_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__287_1311170903290_D.wav,3.994
b,Bunlabelledtest__288_1311164615284_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__288_1311164615284_B.wav,5.13725
b,Bunlabelledtest__290_1311182875320_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__290_1311182875320_B.wav,1.61275
b,Bunlabelledtest__293_1311680805936_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__293_1311680805936_B.wav,4.6345
b,Bunlabelledtest__293_1311680805936_B2.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__293_1311680805936_B2.wav,2.69025
b,Bunlabelledtest__294_1311681084248_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__294_1311681084248_D.wav,3.183
b,Bunlabelledtest__296_1311682952647_A.wav,Bunlabelledtest,,B,v,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__296_1311682952647_A.wav,1.28825
b,Bunlabelledtest__296_1311682952647_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__296_1311682952647_B.wav,1.917
b,Bunlabelledtest__300_1311772096120_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__300_1311772096120_B.wav,4.57075
b,Bunlabelledtest__300_1311772096120_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__300_1311772096120_C.wav,4.05375
b,Bunlabelledtest__300_1311772096120_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__300_1311772096120_D.wav,6.07725
b,murmur_noisymurmur_135_1306428972976_A.wav,murmur,noisymurmur,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur_noisymurmur_135_1306428972976_A.wav,9.014
b,murmur_noisymurmur_135_1306428972976_B.wav,murmur,noisymurmur,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur_noisymurmur_135_1306428972976_B.wav,9.15125
b,murmur_noisymurmur_135_1306428972976_C.wav,murmur,noisymurmur,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur_noisymurmur_135_1306428972976_C.wav,11.9035
b,murmur_noisymurmur_156_1306936373241_A.wav,murmur,noisymurmur,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur_noisymurmur_156_1306936373241_A.wav,5.14275
b,murmur_noisymurmur_156_1306936373241_B1.wav,murmur,noisymurmur,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur_noisymurmur_156_1306936373241_B1.wav,6.36375
